postcode,easting,northing,soilType,elevation,nearestWatercourse,distanceToWatercourse,localAuthority
BA1 3YN,372816,165360,Unsurveyed/Urban,40,River Avon,930.0,Bath and North East Somerset
DA7 4SH,547969,176164,Unsurveyed/Urban,50,,2680.0,Bexley
CT16 3EJ,629927,144827,Unsurveyed/Urban,130,River Dour,1570.0,Dover
PL14 4JQ,224585,64439,Unsurveyed/Urban,100,,1050.0,Cornwall
PL1 4HB,245288,54345,Unsurveyed/Urban,20,River Tamar,840.0,Plymouth
SO5 6QL,447968,118191,Planosols,20,,840.0,Eastleigh
CT10 2NR,636876,167881,Unsurveyed/Urban,50,,5540.0,Thanet
TR7 3JL,183377,62349,Unsurveyed/Urban,60,,820.0,Cornwall
CT1 3BG,615886,158470,Unsurveyed/Urban,20,Great Stour,550.0,Canterbury
SW19 4HN,524677,170658,Unsurveyed/Urban,20,River Wandle,2450.0,Merton
SE18 9PN,544838,178926,Unsurveyed/Urban,10,Woolwich Reach,2640.0,Greenwich
SW20 0NA,523215,170270,Unsurveyed/Urban,50,Beverley Brook,1560.0,Merton
CR8 1DE,532230,160894,Unsurveyed/Urban,120,River Wandle,5320.0,Croydon
SE5 0PX,533030,177699,Unsurveyed/Urban,10,Upper Pool,2590.0,Southwark
PO12 1PN,460912,99658,Unsurveyed/Urban,10,,1620.0,Gosport
TN8 7PR,547332,147126,Planosols,60,,920.0,Sevenoaks
PL33 9BE,207001,84239,Cambisols,220,,600.0,Cornwall
SO4 9TB,432500,94900,Unsurveyed/Urban,10,,450.0,New Forest
ME10 5LE,589694,164645,Cambisols,20,,2720.0,Swale
BR6 7XS,546193,166288,Unsurveyed/Urban,60,,1850.0,Bromley
BS24 9HA,333449,158510,Unsurveyed/Urban,10,Uphill Great Rhyne,1470.0,North Somerset
EX32 0JP,259044,131063,Cambisols,30,,1220.0,North Devon
EX20 1QH,261013,95413,Cambisols,230,,1000.0,West Devon
W4 9HD,520717,178385,Unsurveyed/Urban,10,River Thames,1580.0,Hounslow
TW17 0BH,507476,167623,Unsurveyed/Urban,10,River Ash,2100.0,Spelthorne
BS31 2PA,364670,167824,Unsurveyed/Urban,60,,1190.0,Bath and North East Somerset
TR7 1UE,180500,61200,Leptosols,40,River Gannel,480.0,Cornwall
PO21 4PG,489491,97756,Unsurveyed/Urban,0,Pagham Rife,2070.0,Arun
TW7 5XE,516000,177500,Unsurveyed/Urban,20,River Brent,970.0,Hounslow
PL26 7LG,196165,51979,Histosols,80,,130.0,Cornwall
SO1 7AH,441219,115123,Unsurveyed/Urban,50,Holly Brook,1100.0,Southampton
BS13 8DY,356713,168596,Unsurveyed/Urban,60,The Malago,360.0,"Bristol, City of"
BS37 6NE,375430,181609,Luvisols,120,River Frome,1070.0,South Gloucestershire
BN41 2WQ,524569,107494,Unsurveyed/Urban,50,West Arm,3310.0,Brighton and Hove
SE20 9DQ,535441,170262,Unsurveyed/Urban,40,Chaffinch Brook,1110.0,Bromley
DT4 9QE,367325,78384,Unsurveyed/Urban,30,River Wey,870.0,Dorset
DT11 9FE,386102,97906,Luvisols,60,,1510.0,Dorset
SW16 1WN,530045,171870,Unsurveyed/Urban,50,River Wandle,4050.0,Lambeth
BN3 2LQ,529207,104399,Unsurveyed/Urban,10,River Adur,5730.0,Brighton and Hove
TA24 6TW,298006,145023,Cambisols,20,,300.0,Somerset West and Taunton
BS23 2RX,332753,161565,Unsurveyed/Urban,10,Uphill Great Rhyne,1730.0,North Somerset
UB8 3XZ,507047,181829,Unsurveyed/Urban,40,River Pinn,2210.0,Hillingdon
CR0 2AD,532493,165888,Unsurveyed/Urban,60,River Wandle,3130.0,Croydon
RG30 6BY,467689,174090,Unsurveyed/Urban,80,River Thames,920.0,Reading
BS25 1RQ,344608,156546,Cambisols,160,,2130.0,Sedgemoor
CR0 1RS,531859,165261,Unsurveyed/Urban,50,River Wandle,2460.0,Croydon
DA8 3RW,551317,177175,Unsurveyed/Urban,30,River Thames,2070.0,Bexley
RH12 5AS,518186,133185,Luvisols,50,Channells Brook,190.0,Horsham
RG19 8AD,451809,162588,Podsols,100,,810.0,Basingstoke and Deane
BS5 9LL,361233,173486,Unsurveyed/Urban,20,Brislington Brook,2010.0,"Bristol, City of"
ME15 0RW,572300,149800,Gleysols,20,,610.0,Maidstone
RG13 1RT,446386,167455,Luvisols,80,River Kennet,360.0,West Berkshire
GU5 0XG,503184,143801,Podsols,60,,480.0,Waverley
UB3 4HR,509459,179298,Unsurveyed/Urban,40,Grand Union Canal,480.0,Hillingdon
SP1 2JW,415162,129464,Unsurveyed/Urban,50,River Avon,170.0,Wiltshire
TA20 2EE,332137,107875,Unsurveyed/Urban,130,,1890.0,South Somerset
SO53 2PW,442968,121106,Luvisols,30,Monks Brook,240.0,Eastleigh
TN18 5DN,577417,130231,Luvisols,70,,740.0,Tunbridge Wells
SN15 5PD,391739,178610,Arenosols,90,,720.0,Wiltshire
SO30 0BZ,448668,111853,Unsurveyed/Urban,60,River Hamble,2450.0,Eastleigh
UB3 2YB,510140,179496,Unsurveyed/Urban,30,Grand Union Canal,570.0,Hillingdon
GU14 6TY,488175,154325,Unsurveyed/Urban,70,Blackwater River,360.0,Rushmoor
KT8 9DJ,515074,168430,Unsurveyed/Urban,10,River Thames,1180.0,Elmbridge
OX11 8DG,452892,189928,Gleysols,60,,1860.0,South Oxfordshire
TA4 3RF,311344,129878,Cambisols,80,,150.0,Somerset West and Taunton
UB10 8UT,507745,186835,Unsurveyed/Urban,40,River Pinn,2970.0,Hillingdon
BS16 2TN,364561,176834,Unsurveyed/Urban,50,River Frome,1120.0,"Bristol, City of"
BA13 4FN,386313,151677,Cambisols,60,Biss Brook,820.0,Wiltshire
CR2 6YD,532560,163928,Unsurveyed/Urban,60,River Wandle,3490.0,Croydon
BS34 8TX,362133,180044,Stagnosols,50,Stoke Brook,760.0,South Gloucestershire
BA13 3AA,387135,151984,Stagnosols,60,Biss Brook,1650.0,Wiltshire
KT13 8JW,507675,165297,Unsurveyed/Urban,10,River Wey,470.0,Elmbridge
SW2 2TD,531270,174501,Unsurveyed/Urban,20,River Thames,4830.0,Lambeth
BA3 3BB,368713,155212,Unsurveyed/Urban,80,Wellow Brook,440.0,Bath and North East Somerset
RG9 4QN,471580,183331,Luvisols,120,,4900.0,South Oxfordshire
PO36 8AE,460086,84294,Luvisols,10,,850.0,Isle of Wight
TA1 2JP,324326,124109,Luvisols,20,Black Brook,300.0,Somerset West and Taunton
SO41 8JN,431835,95279,Unsurveyed/Urban,20,,340.0,New Forest
RG4 0UE,472360,175039,Unsurveyed/Urban,40,River Thames,940.0,Reading
RG26 6QQ,458741,162461,Podsols,100,Bishop's Wood Stream,1570.0,Basingstoke and Deane
W4 3EX,520404,177392,Unsurveyed/Urban,10,River Thames,590.0,Hounslow
ME19 4XW,567367,156351,Luvisols,80,,1680.0,Tonbridge and Malling
RH17 5LD,530323,124637,Luvisols,100,,510.0,Mid Sussex
CT19 5HL,622037,136640,Unsurveyed/Urban,30,Pent Stream,230.0,Folkestone and Hythe
DA8 9EH,552581,177563,Leptosols,10,,580.0,Bexley
RH5 5WW,516691,149548,Unsurveyed/Urban,60,Pipp Brook,770.0,Mole Valley
TR9 6DP,188931,65259,Leptosols,80,River Menalhyl,610.0,Cornwall
BS20 7GY,347591,176528,Gleysols,10,,470.0,North Somerset
DA11 7PA,564560,171281,Unsurveyed/Urban,50,,3850.0,Gravesham
PO22 6RL,498200,100400,Unsurveyed/Urban,0,Ryebank Rife,1770.0,Arun
BH17 7JU,401495,95003,Podsols,30,,1160.0,"Bournemouth, Christchurch and Poole"
BR1 2WG,542226,170166,Unsurveyed/Urban,60,Kyd Brook,970.0,Bromley
GU30 7JD,483828,131260,Luvisols,100,,630.0,East Hampshire
UB3 4DX,509858,179771,Unsurveyed/Urban,30,Grand Union Canal,230.0,Hillingdon
BN8 4PU,538628,117456,Planosols,50,,1080.0,Lewes
RH10 5YA,526889,136881,Unsurveyed/Urban,70,Gatwick Stream,3050.0,Crawley
CT10 2NJ,637412,167484,Luvisols,50,River Stour,5720.0,Thanet
BS30 8EL,366508,171978,Unsurveyed/Urban,40,Siston Brook,730.0,South Gloucestershire
RG16 9DQ,449875,171818,Planosols,100,,120.0,West Berkshire
TN15 6QY,556729,157852,Stagnosols,90,,640.0,Sevenoaks
SW4 0FD,529353,175449,Unsurveyed/Urban,20,River Thames,3280.0,Lambeth
CR0 1AA,532318,164891,Unsurveyed/Urban,50,River Wandle,2960.0,Croydon
SW9 0AL,530664,176665,Unsurveyed/Urban,10,River Thames,2700.0,Lambeth
SO5 9LR,439000,119300,Unsurveyed/Urban,40,Tanner's Brook,650.0,Test Valley
PO13 9BN,456706,99927,Unsurveyed/Urban,10,River Alver,2360.0,Gosport
CR3 5RA,533633,155573,Unsurveyed/Urban,190,,3260.0,Tandridge
SW16 2PY,530533,172226,Unsurveyed/Urban,60,River Wandle,4480.0,Lambeth
SO14 6GH,442290,113143,Unsurveyed/Urban,20,River Itchen,1250.0,Southampton
OX10 6DU,463652,191081,Cambisols,70,,1310.0,South Oxfordshire
SO18 6BG,445211,113350,Unsurveyed/Urban,50,River Itchen,1790.0,Southampton
PO7 9AX,467346,110204,Stagnosols,40,,930.0,Havant
EX12 2HF,324246,90967,Luvisols,30,,840.0,East Devon
RH16 4DF,533536,123396,Unsurveyed/Urban,80,,1590.0,Mid Sussex
ME14 2HQ,579059,151846,Unsurveyed/Urban,100,River Len,2980.0,Maidstone
SL4 5DX,496119,176822,Unsurveyed/Urban,20,River Thames,860.0,Windsor and Maidenhead
GU6 8JX,503371,138792,Planosols,60,Wey and Arun Canal,530.0,Waverley
PO38 1EY,456524,77513,Luvisols,40,,3180.0,Isle of Wight
SE7 7XJ,540202,178646,Unsurveyed/Urban,10,Woolwich Reach,2960.0,Greenwich
ME14 1UG,576374,156214,Unsurveyed/Urban,30,River Medway,1120.0,Maidstone
GU17 9XS,486025,159806,Unsurveyed/Urban,60,Blackwater River,420.0,Surrey Heath
RG25 2FE,470246,148439,Leptosols,100,,1720.0,Basingstoke and Deane
SM3 9YA,525907,163866,Unsurveyed/Urban,60,Pyl Brook,4120.0,Sutton
BH11 9FD,405211,95640,Unsurveyed/Urban,50,,1410.0,"Bournemouth, Christchurch and Poole"
ME16 8RY,575344,155322,Unsurveyed/Urban,20,River Medway,290.0,Maidstone
PL2 3BP,246403,56413,Unsurveyed/Urban,30,Ham Brook,1840.0,Plymouth
SL6 7RJ,487813,182717,Unsurveyed/Urban,40,White Brook,1260.0,Windsor and Maidenhead
TN19 7UQ,570966,126034,Planosols,30,River Dudwell,1190.0,Rother
TQ12 3LS,287031,73741,Histosols,20,Well Head,710.0,Teignbridge
SO4 5ZD,442084,106731,Unsurveyed/Urban,30,,1080.0,New Forest
PO22 7RG,496788,99880,Unsurveyed/Urban,0,,1740.0,Arun
BA1 6RL,375964,166279,Unsurveyed/Urban,40,Kennet and Avon Canal,3710.0,Bath and North East Somerset
RH5 6BF,511239,147804,Podsols,120,Tilling Bourne,720.0,Mole Valley
SO15 3EP,440302,113079,Unsurveyed/Urban,20,,1140.0,Southampton
BS8 4PQ,357259,172442,Unsurveyed/Urban,10,,720.0,"Bristol, City of"
CT14 7BZ,637567,152369,Unsurveyed/Urban,10,,1520.0,Dover
TN32 5ZF,573803,123698,Cambisols,20,Darwell Stream,500.0,Rother
BA12 8EQ,386118,144604,Cambisols,130,The Were,1490.0,Wiltshire
KT8 2YA,513488,168360,Unsurveyed/Urban,10,River Thames,630.0,Elmbridge
BA12 8YE,386591,144784,Unsurveyed/Urban,130,The Were,990.0,Wiltshire
RH19 4DL,539003,137821,Unsurveyed/Urban,120,,530.0,Mid Sussex
RG6 2GA,474282,170065,Planosols,70,,1080.0,Wokingham
BH20 4NH,392564,87336,Cambisols,0,River Frome,420.0,Dorset
BS32 4FS,360447,183647,Leptosols,80,,700.0,South Gloucestershire
CT1 1TE,616896,158185,Cambisols,50,Great Stour,1590.0,Canterbury
TQ13 9FN,281341,76853,Luvisols,40,,240.0,Teignbridge
SO24 9BS,458469,132511,Luvisols,80,River Alre,710.0,Winchester
BA5 1XB,354432,145448,Unsurveyed/Urban,30,St Andrew's Stream,80.0,Mendip
SE15 6UX,534100,177200,Unsurveyed/Urban,10,River Thames,3620.0,Southwark
BN23 6DY,563313,100960,Unsurveyed/Urban,10,Crumbles Sewer,530.0,Eastbourne
TN26 2DH,595311,129285,Gleysols,10,Royal Military Canal,3980.0,Ashford
TW11 9ND,516533,171235,Unsurveyed/Urban,10,River Thames,350.0,Richmond upon Thames
RG14 6DG,446490,166421,Unsurveyed/Urban,80,Kennet and Avon Canal,840.0,West Berkshire
TW8 9FJ,517054,177215,Unsurveyed/Urban,10,,960.0,Hounslow
BS9 4QW,358332,177203,Unsurveyed/Urban,60,River Trym,1360.0,"Bristol, City of"
BA13 9BL,385727,152368,Cambisols,60,Biss Brook,630.0,Wiltshire
SO30 2BY,453220,112134,Planosols,10,,210.0,Winchester
SW18 4BS,525514,174450,Unsurveyed/Urban,10,River Wandle,1870.0,Wandsworth
PO21 2AU,493135,99558,Unsurveyed/Urban,10,Aldingbourne Rife,1560.0,Arun
TA6 6JA,329773,135947,Unsurveyed/Urban,10,Hamp Brook,1090.0,Sedgemoor
SM6 8DX,529446,164805,Unsurveyed/Urban,40,River Wandle,590.0,Sutton
EX21 5DL,238527,100809,Cambisols,130,,320.0,Torridge
SO40 7ZF,434667,115093,Gleysols,10,,660.0,New Forest
GU9 8QR,483533,145907,Unsurveyed/Urban,80,The Bourne Stream,1130.0,Waverley
CT3 2LZ,628024,160695,Luvisols,10,,730.0,Dover
CT20 3FL,619022,136717,Unsurveyed/Urban,60,Seabrook Stream,730.0,Folkestone and Hythe
KT12 5XJ,510772,165445,Unsurveyed/Urban,20,River Mole,2340.0,Elmbridge
RG7 6RU,455088,169786,Planosols,110,River Pang,1490.0,West Berkshire
TW19 7AY,506690,174049,Unsurveyed/Urban,20,River Colne,3210.0,Spelthorne
PO12 2AG,461337,98684,Unsurveyed/Urban,10,,1900.0,Gosport
SP1 2XP,413857,130232,Unsurveyed/Urban,50,,150.0,Wiltshire
EX24 6DH,318926,95024,Planosols,80,River Coly,630.0,East Devon
BH24 2EX,410227,103906,Gleysols,20,Moors River,450.0,Dorset
BA1 7RB,378427,167190,Unsurveyed/Urban,30,River Avon,130.0,Bath and North East Somerset
SW19 3EG,525733,169262,Unsurveyed/Urban,20,River Wandle,550.0,Merton
CT5 4PQ,610032,164899,Unsurveyed/Urban,50,,1830.0,Canterbury
RG4 9TS,470674,180630,Luvisols,90,River Thames,6090.0,South Oxfordshire
BN13 1SA,512738,103967,Unsurveyed/Urban,10,Ferring Rife,2880.0,Worthing
PO18 8FP,478689,105972,Gleysols,10,Ham Brook,590.0,Chichester
TW17 0WL,508007,167313,Unsurveyed/Urban,10,River Ash,2520.0,Spelthorne
SW1P 9UY,529548,177433,Unsurveyed/Urban,0,River Thames,1430.0,Wandsworth
BR1 5ZH,540421,169620,Unsurveyed/Urban,70,Ravens Bourne,860.0,Bromley
RG14 7XW,447245,166993,Unsurveyed/Urban,80,River Kennet,390.0,West Berkshire
PO3 5NN,466360,102331,Unsurveyed/Urban,0,Shut Lake,1790.0,Portsmouth
RH20 4EU,508906,114208,Luvisols,40,River Stor,160.0,Horsham
BN14 7SG,513407,104567,Unsurveyed/Urban,20,,2200.0,Worthing
TA24 5DH,296800,146300,Unsurveyed/Urban,20,,240.0,Somerset West and Taunton
BH22 8JA,406934,99096,Podsols,20,,790.0,Dorset
SE3 0WT,539769,176057,Unsurveyed/Urban,30,Quaggy River,850.0,Lewisham
BN14 7DZ,514446,103885,Unsurveyed/Urban,10,,1640.0,Worthing
KT2 7XE,521296,169928,Unsurveyed/Urban,30,Beverley Brook,580.0,Kingston upon Thames
BR1 2GL,542619,168338,Unsurveyed/Urban,70,,1210.0,Bromley
SN6 6BH,410205,193626,Stagnosols,80,River Key,1030.0,Wiltshire
PL9 7NP,249962,53021,Unsurveyed/Urban,10,,240.0,Plymouth
TR12 7RA,168199,23553,Cambisols,60,,1270.0,Cornwall
CT15 7EW,625023,141877,Leptosols,70,River Dour,4660.0,Dover
SL5 7RR,494085,170606,Histosols,70,,470.0,Bracknell Forest
TN22 1QN,547305,121164,Unsurveyed/Urban,30,River Uck,350.0,Wealden
EX14 8ZN,316083,100319,Unsurveyed/Urban,100,The Gissage,630.0,East Devon
PO2 8PF,464500,103100,Unsurveyed/Urban,0,,1520.0,Portsmouth
HA4 6YB,510122,187381,Unsurveyed/Urban,50,Yeading Brook,1210.0,Hillingdon
TN21 8BE,558566,120477,Luvisols,130,Waldron Gill,3040.0,Wealden
SO45 3ZB,442322,107727,Unsurveyed/Urban,10,,910.0,New Forest
BA12 8BA,386973,143591,Cambisols,120,River Wylye,600.0,Wiltshire
BS40 6DB,354834,153435,Luvisols,290,Molly Brook,2970.0,Mendip
TN35 5LG,583536,110963,Unsurveyed/Urban,100,,740.0,Hastings
BN24 5HU,563248,104765,Luvisols,10,Rattle Stream,390.0,Wealden
BN1 1LZ,531068,104225,Unsurveyed/Urban,10,River Adur,7590.0,Brighton and Hove
SL6 8WX,489079,180680,Arenosols,30,White Brook,1740.0,Windsor and Maidenhead
TA22 9QF,290564,129305,Histosols,180,River Barle,1050.0,Somerset West and Taunton
ME17 1GE,586746,152481,Luvisols,90,River Len,630.0,Maidstone
DA11 9HY,562161,174341,Unsurveyed/Urban,30,River Thames,1330.0,Gravesham
GU21 1SZ,497773,158190,Unsurveyed/Urban,40,Basingstoke Canal,1040.0,Woking
GU34 5RE,466484,140244,Luvisols,180,River Wey,5390.0,East Hampshire
KT22 7JF,516749,156596,Unsurveyed/Urban,50,River Mole,1070.0,Mole Valley
SN11 9EB,399099,171664,Unsurveyed/Urban,80,Cowage Brook,1270.0,Wiltshire
BS1 4HX,358851,172695,Unsurveyed/Urban,10,,910.0,"Bristol, City of"
RG3 6FH,465817,175282,Unsurveyed/Urban,80,River Thames,1450.0,West Berkshire
RG11 2SE,480059,167943,Unsurveyed/Urban,60,,80.0,Wokingham
TR26 2QA,152340,38591,Unsurveyed/Urban,100,,120.0,Cornwall
PO8 0WA,470617,112663,Luvisols,70,,1680.0,East Hampshire
SO23 8UZ,447700,129700,Unsurveyed/Urban,60,Upper Brook,880.0,Winchester
TW5 9SL,510280,176864,Unsurveyed/Urban,30,River Crane,1020.0,Hounslow
BN1 4JZ,531431,105050,Unsurveyed/Urban,20,River Adur,7960.0,Brighton and Hove
PL19 9HP,248994,74275,Cambisols,140,River Tavy,520.0,West Devon
DA13 9NQ,561202,170772,Planosols,30,River Thames,4690.0,Dartford
PO20 6RX,494544,106150,Luvisols,20,,2400.0,Arun
GU11 2HW,487500,153500,Unsurveyed/Urban,80,,800.0,Rushmoor
GU11 3NA,485286,150443,Unsurveyed/Urban,110,Claycart Stream,1360.0,Rushmoor
TN33 9QB,571325,118628,Luvisols,140,River Line,3130.0,Rother
TR7 3JZ,183190,62584,Unsurveyed/Urban,30,,340.0,Cornwall
SO41 9HH,431750,95687,Unsurveyed/Urban,20,,630.0,New Forest
BR5 3PL,547288,168039,Unsurveyed/Urban,50,River Cray,1500.0,Bromley
BA14 0NP,385619,157188,Unsurveyed/Urban,40,River Biss,570.0,Wiltshire
PO7 6TL,465798,112211,Stagnosols,50,,1520.0,Winchester
SW16 6EL,530045,171870,Unsurveyed/Urban,50,River Wandle,4050.0,Lambeth
SP3 6DD,388756,132915,Leptosols,160,Upper Linley Pond,3670.0,Wiltshire
TW16 6EF,510393,168608,Unsurveyed/Urban,10,River Thames,830.0,Spelthorne
PO9 3DS,470498,107059,Unsurveyed/Urban,20,Hermitage Stream,400.0,Havant
SE10 0DY,539224,180137,Unsurveyed/Urban,0,River Thames,340.0,Greenwich
BS37 7FL,371313,183754,Planosols,80,,1520.0,South Gloucestershire
OX10 7AS,459704,196523,Luvisols,50,River Thame,760.0,South Oxfordshire
BS30 7AR,365846,171872,Unsurveyed/Urban,50,Siston Brook,1000.0,South Gloucestershire
SE9 2BL,544151,173186,Unsurveyed/Urban,40,River Shuttle,1120.0,Greenwich
ME19 4SH,567729,156030,Luvisols,80,,1810.0,Tonbridge and Malling
BA14 9TR,384517,157631,Unsurveyed/Urban,40,Lambrok Stream,720.0,Wiltshire
SN10 3RZ,401811,161231,Luvisols,130,Kennet and Avon Canal,4800.0,Wiltshire
CT1 1BW,615258,158452,Unsurveyed/Urban,10,Great Stour,320.0,Canterbury
SP11 6HN,436836,148965,Luvisols,90,,2410.0,Test Valley
TN34 1SN,581839,109725,Unsurveyed/Urban,10,,260.0,Hastings
BS30 6JB,367192,170293,Cambisols,30,Siston Brook,1110.0,South Gloucestershire
SP10 3TG,434393,146351,Leptosols,80,,1070.0,Test Valley
TN16 3NR,540947,158436,Unsurveyed/Urban,170,,4220.0,Bromley
BH19 2EL,402745,78577,Leptosols,30,,490.0,Dorset
BN1 4DR,531040,104624,Unsurveyed/Urban,30,River Adur,7560.0,Brighton and Hove
EX6 8DW,294556,87105,Arenosols,30,Exeter Canal,990.0,Teignbridge
BS6 9QD,359117,174505,Unsurveyed/Urban,30,,490.0,"Bristol, City of"
BS16 9JS,365781,175686,Unsurveyed/Urban,70,Warmley Brook,1640.0,South Gloucestershire
EX22 6AJ,234169,103830,Cambisols,140,River Deer,510.0,Torridge
ME16 0ZU,573847,157354,Unsurveyed/Urban,40,River Medway,1180.0,Maidstone
TW9 2TB,518200,175500,Unsurveyed/Urban,10,,1100.0,Richmond upon Thames
RG24 0GL,465161,154870,Planosols,80,Petty's Brook,1540.0,Basingstoke and Deane
CT11 8HB,638387,165039,Unsurveyed/Urban,10,River Stour,4510.0,Thanet
GU13 9TY,481037,153002,Unsurveyed/Urban,80,Basingstoke Canal,1190.0,Hart
TR20 9RB,158214,28984,Histosols,70,,1890.0,Cornwall
TR11 3YY,180747,32564,Unsurveyed/Urban,50,,1100.0,Cornwall
TQ4 6WB,289054,58941,Unsurveyed/Urban,20,,270.0,Torbay
TW1 2NE,516900,173800,Unsurveyed/Urban,10,River Thames,560.0,Richmond upon Thames
GU30 7SZ,485087,132702,Podsols,130,River Wey,1280.0,East Hampshire
ME14 2NU,576126,157259,Unsurveyed/Urban,40,River Medway,840.0,Maidstone
ME6 9DU,570563,161424,Unsurveyed/Urban,10,,630.0,Tonbridge and Malling
TR7 3FB,182937,61016,Cambisols,30,,290.0,Cornwall
EX2 4EN,292580,92242,Unsurveyed/Urban,30,River Exe,650.0,Exeter
BH20 6EU,383222,86146,Luvisols,30,River Win,750.0,Dorset
PO18 9AH,484931,108365,Luvisols,40,River Lavant,1640.0,Chichester
TR16 4HT,168687,45416,Histosols,40,,180.0,Cornwall
BA3 4BQ,367090,153680,Leptosols,120,River Somer,690.0,Bath and North East Somerset
SO41 3PG,431804,94743,Unsurveyed/Urban,10,,590.0,New Forest
DA3 7LX,561599,168661,Unsurveyed/Urban,70,River Darent,6210.0,Dartford
RG6 9GS,473353,173709,Unsurveyed/Urban,40,River Thames,910.0,Wokingham
SM1 4AR,526077,164455,Unsurveyed/Urban,50,Pyl Brook,3790.0,Sutton
BA12 0DE,389130,145720,Cambisols,120,The Were,1740.0,Wiltshire
SO23 8FL,448436,129498,Unsurveyed/Urban,40,Upper Brook,340.0,Winchester
RG30 6BP,467211,173904,Unsurveyed/Urban,90,River Thames,1340.0,Reading
SW11 5BQ,527811,176482,Unsurveyed/Urban,0,River Thames,1440.0,Wandsworth
SN10 1GA,400313,161778,Unsurveyed/Urban,130,Kennet and Avon Canal,6200.0,Wiltshire
BN20 7BY,560323,97924,Unsurveyed/Urban,40,,2770.0,Eastbourne
BN24 6BL,565203,103675,Leptosols,0,Langney Sewer,580.0,Wealden
TN9 1DE,559047,146618,Unsurveyed/Urban,30,River Medway,520.0,Tonbridge and Malling
TA2 8DX,323815,126168,Unsurveyed/Urban,20,,260.0,Somerset West and Taunton
BN17 7FF,502100,102859,Unsurveyed/Urban,10,River Arun,1030.0,Arun
TN23 2LE,599700,140800,Unsurveyed/Urban,40,,720.0,Ashford
GU14 6EZ,487616,153726,Unsurveyed/Urban,80,,690.0,Rushmoor
KT17 3FJ,523326,159766,Unsurveyed/Urban,100,,3610.0,Reigate and Banstead
TA20 4JF,337837,106263,Luvisols,90,River Axe,510.0,South Somerset
GU22 7EQ,501627,158937,Unsurveyed/Urban,40,Basingstoke Canal,930.0,Woking
KT12 4JH,511298,163944,Unsurveyed/Urban,20,River Mole,840.0,Elmbridge
BS25 1AZ,342106,157215,Luvisols,40,,760.0,North Somerset
BN24 5HY,563507,104641,Luvisols,10,Rattle Stream,570.0,Wealden
TN13 1LW,553282,154782,Leptosols,140,,1870.0,Sevenoaks
SN13 0PR,385600,170432,Leptosols,120,,2910.0,Wiltshire
W4 9GT,520717,178385,Unsurveyed/Urban,10,River Thames,1580.0,Hounslow
SO4 1WF,444394,102034,Unsurveyed/Urban,20,Dark Water,970.0,New Forest
RG12 9UF,489337,169275,Podsols,90,Bull Brook,1030.0,Bracknell Forest
SO1 3GQ,440824,112461,Unsurveyed/Urban,10,,500.0,Southampton
EX14 0YZ,312232,102886,Planosols,130,,440.0,East Devon
BS6 5PP,358880,174405,Unsurveyed/Urban,40,,600.0,"Bristol, City of"
BN4 5XH,521400,105300,Unsurveyed/Urban,10,West Arm,300.0,Adur
BN6 8PR,530104,115752,Unsurveyed/Urban,50,Herrings Stream,1090.0,Mid Sussex
KT6 6NB,517615,166697,Unsurveyed/Urban,20,,1350.0,Kingston upon Thames
SO3 5LH,447097,106986,Unsurveyed/Urban,10,,1500.0,Eastleigh
BS8 2NY,357700,173900,Unsurveyed/Urban,60,,1710.0,"Bristol, City of"
TR3 6HD,181394,41296,Cambisols,80,,1640.0,Cornwall
RG29 1EP,473185,151608,Planosols,80,Basingstoke Canal,870.0,Hart
CT20 1SZ,622855,135869,Unsurveyed/Urban,30,Pent Stream,470.0,Folkestone and Hythe
ME17 4EP,574762,151209,Luvisols,110,,1630.0,Maidstone
SO2 1TF,443177,114595,Unsurveyed/Urban,10,River Itchen,1800.0,Southampton
SW19 1BL,526353,170249,Unsurveyed/Urban,20,River Wandle,2430.0,Merton
RG1 6PG,470211,172742,Unsurveyed/Urban,60,,950.0,Reading
BN12 9AU,511190,102828,Unsurveyed/Urban,10,Ferring Rife,1100.0,Worthing
GU21 5JF,501001,158984,Unsurveyed/Urban,40,Basingstoke Canal,620.0,Woking
DA6 7LL,549471,175204,Unsurveyed/Urban,50,River Cray,2010.0,Bexley
TA11 7JZ,351681,125996,Leptosols,40,River Cary,1600.0,South Somerset
TN1 2SP,558664,139672,Unsurveyed/Urban,110,,1670.0,Tunbridge Wells
RG16 0AW,447555,182385,Cambisols,130,Ginge Brook,6040.0,West Berkshire
PL11 2DT,242552,55198,Cambisols,20,,1020.0,Cornwall
CR9 0XA,532904,165801,Unsurveyed/Urban,60,River Wandle,3530.0,Croydon
EX39 3LP,244948,126995,Unsurveyed/Urban,20,,380.0,Torridge
BS12 1AQ,364141,190142,Unsurveyed/Urban,40,,800.0,South Gloucestershire
EX10 9QS,313655,90073,Unsurveyed/Urban,40,River Sid,430.0,East Devon
TW6 3XT,508000,174700,Unsurveyed/Urban,30,Duke of Northumberland's River,2340.0,Hillingdon
SE24 0NL,531624,174553,Unsurveyed/Urban,20,River Thames,4970.0,Lambeth
TR26 1AP,151172,40362,Unsurveyed/Urban,60,Stennack River,210.0,Cornwall
PL13 1AD,225535,53263,Cambisols,10,East Looe River,140.0,Cornwall
DA14 6TP,545826,171315,Unsurveyed/Urban,80,,1370.0,Bexley
DT7 3DL,334401,92378,Cambisols,20,River Lim,350.0,Dorset
